timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
780000,0.00235,0.013749468882451765,0.9483165621059015,-0.541209923569113,0.033721883592079394,True,49.41885881870985,-6.415706122308771,4.014679563694099,202.0,172,0.5561128402806238,0.5561128402806237,0.2774423360824585,56.355027224868536,0,0,0,0,0,20,0,0
795000,0.0021999999999999997,0.04075338410621043,5.335332492366433,-0.5577468853443861,0.046521751064574346,True,95.44923840463161,30.93587323618023,27.238742114370933,201.0,200,0.2421257100848698,0.24212571008486983,0.2781490981578827,56.377545308321714,0,0,0,0,20,0,0,0
810000,0.0020499999999999997,0.04544174698094139,2.76857399311848,-0.5727431629784405,0.07876472090720199,True,55.122869960963726,-8.235285970755582,5.324451463456961,215.0,185,0.5485917520512391,0.5485917520512391,0.2789640426635742,56.84821021556854,0,0,0,0,0,20,0,0
825000,0.0018999999999999996,0.01604729355312884,10.274537942372262,-0.5583483837544918,0.03942523984005675,True,71.46006144583225,28.207892754433594,21.301871864915185,201.0,200,0.19671076659845227,0.1967107665984523,0.2781977951526642,56.896886330097914,0,0,0,0,20,0,0,0
840000,0.0017500000000000005,0.026588702799926978,7.187720326241106,-0.5604211278259754,0.0470032156445086,True,105.40700870007277,16.292135109533668,22.311253509958217,181.0,151,0.4559548877322707,0.45595488773227083,0.2782919108867645,57.06450213491917,0,0,0,0,0,20,0,0
855000,0.0016000000000000003,0.029797963386954507,5.21100842487067,-0.5659509049728513,0.043191061733523384,True,117.55490206927061,35.216682975236424,26.78100644427574,201.0,200,0.06937365196001852,0.06937365196001852,0.278526246547699,57.54807826131582,0,0,0,0,20,0,0,0
870000,0.0014500000000000001,0.020563256097375415,6.525107576977462,-0.5443744417279959,0.05536213697632775,True,101.43736826628447,3.0496509437708754,13.960646446155769,223.0,193,0.531837665450358,0.5318376654503582,0.2770824730396271,57.7541648671031,0,0,0,0,0,20,0,0
885000,0.0013000000000000002,0.02298398778657429,5.566718028392643,-0.5398773327469826,0.062201387307140976,True,114.71932329982519,35.69761047056251,17.10427621176495,208.0,178,0.4351834071890629,0.43518340718906284,0.27733486890792847,57.786083333194256,0,0,0,0,0,20,0,0
900000,0.00115,0.01688283473777119,4.143172042677179,-0.5464016553014517,0.05688740285404492,True,63.92339579761028,9.107297583938964,23.72365307357569,223.0,193,0.5352914578064175,0.5352914578064175,0.2770695686340332,57.693010825663805,0,0,0,0,0,20,0,0
915000,0.001,0.006135142924904358,5.091541268862784,-0.5445492547005415,0.027108005408081226,True,101.51204362511635,31.149039262553213,25.38481729584217,205.0,175,0.45202487076768116,0.4520248707676811,0.27687975764274597,57.89509580284357,0,0,0,0,0,20,0,0
930000,0.001,0.031805796941625886,5.151826594490558,-0.5438111559487879,0.05014704118366353,True,85.12213281542063,0.8822478847258035,16.001214107827785,203.0,173,0.5444556485194557,0.5444556485194556,0.2771659195423126,58.345086723566055,0,0,0,0,0,20,0,0
945000,0.001,0.023232771520270035,6.030295769218355,-0.5550721962936223,0.051587094872957096,True,100.85169316828251,20.683422357411683,22.6727962178869,201.0,200,0.20830172558235258,0.20830172558235258,0.2778923809528351,58.56371207907796,0,0,0,0,20,0,0,0
960000,0.001,0.038994958566036075,4.342924188356847,-0.5555771142244339,0.05272987825446762,True,79.47912759333849,6.6288351875612666,21.081646555020388,165.0,135,0.5015902493777625,0.5015902493777624,0.277438759803772,58.64191586151719,0,0,0,0,0,20,0,0
975000,0.001,0.01987098594690906,2.2943633287213743,-0.5563058932311833,0.06973820556595456,True,48.42441261932254,-5.917618469353647,3.3963576192352085,191.0,161,0.4810850473970108,0.48108504739701075,0.27802038192749023,58.99015047773719,0,0,0,0,0,20,0,0
990000,0.001,0.04232141425018199,3.844937926856801,-0.5545877371914685,0.0814226240181597,True,87.5025380924344,4.162193845103767,18.068208080974784,173.0,143,0.5057531304684777,0.5057531304684778,0.27815061807632446,58.99810407683253,0,0,0,0,0,20,0,0
1005000,0.001,0.04021894688048633,6.866915945895016,-0.561716241762042,0.10973047871084418,True,100.83056762814522,22.775882555060555,29.08393973583758,228.0,198,0.5262387705444772,0.5262387705444772,0.2784327268600464,59.11293825507164,0,0,0,0,0,20,0,0
