timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,std_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
1245000,0.00377,0.12396329625698854,26.120962781831622,5.809482779353857,9.155013971787412,True,225.8667455613613,99.48023593077065,100.55784088974839,540.95,0,138.40709144371294,126.5280384783536,9.268410266471275,0.05703556537628174,177.37626767158508,0,16,0,0,0,4,0,0
1260000,0.003755,0.10728657565778121,19.665775902569294,5.80942852422595,2.6451185906335013,True,272.4503892362118,74.34206206079314,83.69010554242914,489.45,0,141.90785172750373,131.7765939638094,5.799815737982657,0.0570356622338295,177.33937497437,0,20,0,0,0,0,0,0
1275000,0.0037400000000000003,0.13073691775207408,16.89013262093067,5.8095749244093895,1.1546227757935412,True,269.636802315712,87.90793640768099,88.01793674401657,473.65,0,142.42538105278066,133.4633718304154,5.035693609415214,0.05703570693731308,177.30583323538303,0,16,4,0,0,0,0,0
1290000,0.003725,0.11209951085402281,15.387397152371705,5.809459246695042,2.580006468910142,True,212.95330354571342,54.92697196503032,57.67251300434279,482.3,0,141.76070585531755,131.6920609296295,5.885176364648029,0.05703580752015114,177.26866045594215,0,8,9,0,0,3,0,0
1305000,0.00371,0.07437208903502324,15.14508024789393,5.809647515416145,0.2033619510330027,True,242.11735466122627,160.6451264583227,112.31545280543713,541.35,0,139.97612162337526,132.15003960143702,5.7569736729480665,0.05703580006957054,177.24671337008476,0,9,11,0,0,0,0,0
1320000,0.003695,0.1207769849934266,17.18420492298901,5.809476237744093,1.4301810813049087,True,296.65456026792526,105.79733560714503,92.76437472371146,506.05,0,141.63557098688835,132.72893211969682,5.875860756278287,0.057035893201828,177.22093944251537,0,14,6,0,0,0,0,0
1335000,0.00368,0.07830023710994283,16.37987680360675,5.809604367241263,0.5233955337753287,True,237.52412179112434,77.80893743285546,87.46191331696227,462.35,0,142.47592752994993,132.67298066515212,5.6779730147491065,0.057035963982343674,177.19719699025154,0,15,5,0,0,0,0,0
1350000,0.003665,0.05449277894149418,14.866992723196745,5.809568990021944,2.719718445572653,True,220.79349388182163,56.60952549161684,79.41670910250053,454.3,0,142.97074594575827,132.49186978199998,5.2687791442454355,0.05703599005937576,177.17495223879814,0,16,4,0,0,0,0,0
1365000,0.00365,0.09961309680511476,15.823507407680154,5.80952656082809,0.7767453313135775,True,296.6236878335476,38.87992721172724,60.26452346498896,474.75,0,141.779645292323,132.64702743407378,5.987482536182307,0.05703612044453621,177.1462446525693,0,14,6,0,0,0,0,0
1380000,0.0036349999999999998,0.07552004758326802,10.884827520698309,5.809541577473283,0.7924791283003287,True,229.09529522061348,19.788730275979585,3.954056150169982,437.45,0,144.11943206307322,132.65616399418371,3.838576277900385,0.057036228477954865,177.12373204529285,0,18,2,0,0,0,0,0
1395000,0.00362,0.05968306543218205,9.78104211203754,5.809574404731393,0.7023999491066206,True,214.57381013035774,46.56858788437562,78.84622206910547,485.3,0,141.8944210248782,131.01338009669573,6.29280941031722,0.05703632906079292,177.10373747348785,0,14,6,0,0,0,0,0
